sentence text,event interval start,event interval end,trigger,rule,polarity,controller,controlled
""" Our results suggest that MEK and ERK activation is a downstream event of AKT activation , which is mediated by B-Raf and is partly required for AKT mediated AR downregulation . """,27,30,mediated,Positive_early_activation,Positive_activation,"""AKT""","""AR"""
""" Nevertheless , AKT-R25A could mediate AR downregulation , although not as efficiently as wild type AKT ( XREF_FIG ) , indicating that the canonical PH domain control is important but not necessary for AKT mediated AR regulation . """,34,37,mediated,Positive_early_activation,Positive_activation,"""AKT""","""AR"""
""" Moreover , inhibition of PI3K and Akt signaling inhibited enhanced migration and invasion in ACC-2 Ar cells ( XREF_FIG ) . """,7,17,inhibited,Negative_activation_syntax_1_verb,Positive_activation,"""Akt""","""Ar"""
""" Additional experiments performed with viruses containing constitutively active ( Adeno-myrAkt ) or dominant negative ( Adeno-dnAkt ) forms of Akt demonstrated that Akt , a protein kinase whose activation is known to be inhibited by PTEN , mediated the observed antagonism between PTEN and AR transcriptional activity . """,23,46,mediated,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""AR"""
These observations suggest IGF-1 and Akt mediated inactivation of AR as potential therapy for SBMA .,5,10,mediated,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""AR"""
""" Akt triggers inactivation and degradation of the FOXO transcription factors FoxO1 and FoxO3 , which are important for Treg suppressor function [ XREF_BIBR ] . """,1,9,triggers,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""FOXO"""
""" AKT prevents proteolysis by repressing the FOXO family of transcription factors , and induces protein synthesis through the mTOR signaling pathway . """,1,8,prevents,Negative_activation_syntax_1_verb,Positive_activation,"""AKT""","""FOXO"""
The highly conserved genetic relationship between AKT and FoxO family members provides definitive proof of the vital regulatory interaction between AKT signaling and suppression of the FoxO transcriptional program .,20,27,signaling,Positive_activation_syntax_3_noun,Positive_activation,"""AKT""","""FoxO"""
These FOXO regulatory pathways are triggered by the PI3K and AKT pathway which mediates cellular functions of proliferation and cell growth XREF_BIBR .,1,11,triggered,Positive_activation_syntax_2_verb,Positive_activation,"""AKT""","""FOXO"""
""" This is consistent with lapatinib inhibiting AKT and ERK signaling networks causing FOXO activation and c-Myc degradation , leading to RTK upregulation . """,7,14,causing,Positive_activation_syntax_1_verb,Positive_activation,"""AKT""","""FOXO"""
""" Whereas mutation of Akt and PKB promotes the nuclear accumulation of DAF-16 and FoxO , mutation of eak genes increases nuclear DAF-16 and FoxO activity without influencing DAF-16 and FoxO subcellular localization . """,4,15,promotes,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""FoxO"""
""" Down-stimulation of Akt activates the forkhead box protein O ( FoxO ) family which increases atrogin-1 and MuRF-1 , two potent inducers of protein degradation [ XREF_BIBR , XREF_BIBR - XREF_BIBR ] . """,3,12,activates,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""FoxO"""
""" A similar mechanism has been described in C. elegans where hypophosphosrylation of Akt modulates the regulation of FOXO transcription factors XREF_BIBR , XREF_BIBR , causing G1/S arrest that leads to a reversible cellular quiescence state XREF_BIBR , XREF_BIBR . """,13,19,modulates,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""FOXO"""
""" Additionally , as hypophosphosrylation of Akt modulates the regulation of FOXO transcription factors XREF_BIBR , XREF_BIBR , we also observed that FOXO1 is upregulated in presence of p19 ( XREF_FIG ) . """,6,12,modulates,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""FOXO"""
PI3K and Akt independent mechanisms also have been shown to modulate FOXO activity .,2,12,modulate,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""FOXO"""
A major form of regulation is Akt mediated phos phorylation of FOXO and nuclear exclusion in response to insulin or other growth factors .,6,12,mediated,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""FOXO"""
""" During basal conditions , FOXO is targeted for phosphorylation by AKT , which results in reductions in transcriptional activity . """,5,12,targeted,Positive_activation_syntax_2_verb,Positive_activation,"""AKT""","""FOXO"""
""" Unexpectedly co-misexpression of Trbl and Akt in the fat body led to a significant reduction in total FoxO levels ( XREF_FIG ) , suggesting that Trbl and Akt might act combinatorially to direct FoxO turnover . """,28,35,direct,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""FoxO"""
We next examined the effects of AKT on resveratrol induced FOXO activity in LNCaP cells ( XREF_FIG ) .,6,11,induced,Positive_activation_syntax_1_verb,Positive_activation,"""AKT""","""FOXO"""
Pathways that are PI3K specific include Akt mediated inactivation of Foxo transcription factors and transcription independent regulation of glucose uptake and metabolism .,6,11,mediated,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""Foxo"""
""" XREF_BIBR Activation of Akt and protein kinase B results in the phosphorylation of FOXO , causing FOXO to remain localized in the cytoplasm . """,4,18,causing,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""FOXO"""
""" For example , in this study , we used LLC cells from ATCC , which take 28days to fully develop cachexia and induce MuRF1 up-regulation through Akt mediated FoxO activation . """,27,30,mediated,Positive_early_activation,Positive_activation,"""Akt""","""FoxO"""
""" Moreover , we reported that the anti-proliferative effect of silencing Sam68 was accompanied with up-regulated expression of cyclin dependent kinase inhibitors , p21 ( Cip1 ) and p27 ( Kip1 ) , enhanced transactivation of FOXO factors ( FOXO4 ) , and dysreuglation of Akt and GSK-3beta signaling . """,33,46,enhanced,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""FOXO"""
""" Based on the current literature , Dsor1 never inhibits rolled and Akt never activates Foxo , making valid negative reference sets . """,12,16,activates,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""Foxo"""
""" Lapatinib induced inhibition of activated Akt enabled derepression of the transcription factor FOXO3a , which promotes ER signaling . """,6,14,enabled,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""FOXO3a"""
""" Mechanistically , PI3K and Akt signaling mediated the NF-kappaB , FOXO3a , and p53 pathways . """,5,12,mediated,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""FOXO3a"""
""" XREF_BIBR A retrospective analysis demonstrated that the BRCA1 locus product , BRCA1-IRIS , silencing or inactivation using a novel inhibitory mimetic peptide could sensitize TNBC cells to low paclitaxel concentrations in vitro and in vivo , through inactivating two autocrine signaling loops involving EGFR-1 and EGFR3 that regulated AKT causing survivin degradation and Fork head box O3a ( FOXO3a ) upregulation . """,49,60,causing,Positive_activation_syntax_1_verb,Positive_activation,"""AKT""","""FOXO3a"""
""" Furthermore , TGF-beta is also shown to be a critical regulator of AKT activation in LSCs and control FOXO3a localization . """,13,20,activation,Positive_activation_syntax_3_noun,Positive_activation,"""AKT""","""FOXO3a"""
""" XREF_BIBR , XREF_BIBR Here , we demonstrate that AKT activation inhibits the pro apoptotic function of Par-4 by suppressing FOXO3a activation in CRPC cells . """,9,21,inhibits,Negative_activation_syntax_1_verb,Positive_activation,"""AKT""","""FOXO3a"""
""" Meanwhile , an Akt dependent increase of FOXO3a activity was observed in response to PTX induced apoptosis and was correlated with limited mt stability conferring ABCB1 associated drug resistance [ XREF_BIBR , XREF_BIBR , XREF_BIBR ] . """,4,9,increase,Positive_activation_syntax_3_noun,Positive_activation,"""Akt""","""FOXO3a"""
""" In the nucleus , FoxO3a can be dephosphorylated by PP2A , both at Akt and MST-1 sites , and Akt mediated re-phosphorylation could exclude FoxO3a from the nucleus . """,20,26,mediated,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""FoxO3a"""
""" To determine whether the hyperphosphorylated form of Akt causes deregulation of FOXO3A , we undertook pharmacological and genetic approaches using PC-3 cells . """,8,13,causes,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""FOXO3A"""
""" It must be noted that the same signal can theoretically cause cell and protein loss , as Akt can mediate the effects of FoxO3a on different events , such as autophagy and protein catabolism . """,18,25,mediate,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""FoxO3a"""
""" As mention above , Akt activation induces binding of FoxO3a and 14-3-3 , which can affect the function of proapoptotic protein producing transcription factors such as Bim . """,5,11,induces,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""FoxO3a"""
""" Further experiments demonstrated that Akt mediated FoxO3a ( forkhead box O3a ) nuclear translocation and the JNK ( c-Jun N-terminal kinase )/c-Jun pathway only partially trigger Puma induction and apoptosis , whereas dominant negative c-Jun expression with FoxO3a reduction completely inhibits Puma expression and cell death . """,5,8,mediated,Positive_early_activation,Positive_activation,"""Akt""","""FoxO3a"""
""" To further study survival signaling by NPMALK , we generated Ba/F3 cell lines with either inducible or constitutive expression of NPM-ALK and examined the regulation of the AKT target FOXO3a . """,28,31,target,Positive_activation_token_1_verb,Positive_activation,"""AKT""","""FOXO3a"""
""" All the aforesaid observations establish that CK2 is significantly responsible for AKT mediated inactivation of FOXO3a , and its subsequent nuclear expulsion through a revoked PML-PHLPP2 association . """,12,17,mediated,Positive_activation_syntax_1_verb,Positive_activation,"""AKT""","""FOXO3a"""
""" Upregulation of FOXO3a and Par-4 were seen in WA treated tumors , suggesting abolition of AKT mediated signaling and reversion of the pro apoptotic function of the FOXO3a and Par-4 signaling axis in prostate cancer . """,16,29,mediated,Positive_activation_syntax_1_verb,Positive_activation,"""AKT""","""FOXO3a"""
""" De novo HTLV-1 infection of CD4 + T cells or direct lentiviral mediated introduction of Tax led to AKT activation and AKT dependent inactivation of FOXO3a , via phosphorylation of residues Ser253 and Thr32 . """,19,27,activation,Positive_activation_syntax_3_noun,Positive_activation,"""AKT""","""FOXO3a"""
Our data revealed that the protective effect of ZP2495 was related to FoxO3a activation mediated by the PI3K and Akt and AMPK pathways .,12,20,mediated,Positive_activation_syntax_2_verb,Positive_activation,"""Akt""","""FoxO3a"""
""" In addition to mTOR pathway , the PI3K and AKT signaling also targeted the FOXO3a and p27kip1 pathway to suppress proliferation and induce cell cycle arrest [ XREF_BIBR ] . """,10,16,targeted,Positive_activation_syntax_1_verb,Positive_activation,"""AKT""","""FOXO3a"""
""" Since Akt activation is known to mediate cell survival via phosphorylation and inactivation of downstream proteins ( FoxO1 and FoxO3a ) , we estimated the phosphorylation status of FoxO1 and FoxO3a proteins following treatment with TRG in both serum containing and serum deprived media . """,2,21,mediate,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""FoxO3a"""
""" The combination of FW-04-806 and lapatinib showed synergistic reduction of HER2 expression and the downstream PI3K and Akt and Ras/MEK/ERK pathways , enhanced suppression of Akt mediated FOXO3a inactivation and augmented antitumor efficacy on SKBR3 xenografts with a favorable toxicity profile , suggesting its viability as a combination therapy for clinical studies in HER2+ breast cancer patients . """,26,29,mediated,Positive_early_activation,Positive_activation,"""Akt""","""FOXO3a"""
""" Akt directly regulates the functions of FoxO3a through phosphorylation , leading to its accumulation in the cytoplasm . """,1,8,directly regulates,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""FoxO3a"""
""" Other studies demonstrated that activated AKT induced FOXO3a accumulation in the cytoplasm from nucleus , whereas inhibition of AKT resulted in FOXO3a accumulation in the nucleus [ XREF_BIBR , XREF_BIBR ] . """,6,9,induced,Positive_early_activation,Positive_activation,"""AKT""","""FOXO3a"""
""" In pathological conditions , increased Akt activity promotes nuclear exclusion of FoxO3a through phosphorylation and downregulates SOD2 transcription [ XREF_BIBR , XREF_BIBR ] . """,6,13,promotes,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""FoxO3a"""
""" For example , the chemotherapeutic drugs paclitaxel and Akt and protein kinase B signaling inhibitor-2 ( API-2 )/Triciribine , which are clinically used for the treatment of breast carcinoma and acute myeloid leukemia , can activate FOXO3a by reducing AKT activity . """,9,38,activate,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""FOXO3a"""
