sentence text,event interval start,event interval end,trigger,rule,polarity,pred_polarity,controller,controlled
HO-1 protects liver against I/R injury by inhibiting TLR2 and TLR4 triggered MyD88- and TRIF dependent signaling pathways and increasing expression of negative regulators of TLR signaling in rats .,10,13,triggered,Positive_activation_token_1_verb,Positive_activation,Negative_activation,"""TLR4""","""MyD88-"""
Further studies indicated that ischemia reperfusion induced liver damage could be improved by inhibiting TLR4 triggered MyD88 and TRIF- dependent pathways .,14,17,triggered,Positive_activation_token_1_verb,Positive_activation,Negative_activation,"""TLR4""","""MyD88"""
"Furthermore , the group found that melatonin attenuated the TLR4 induced MyD88- and TRIF dependent signaling pathways in rats with ovarian cancer [ XREF_BIBR ] .",9,12,induced,Positive_early_activation,Positive_activation,Positive_activation,"""TLR4""","""MyD88-"""
"These results indicate that dLOS induced TLR4 activation triggers MyD88- and TRIF dependent signaling pathways , though much lower in activity when compared with LPS .",6,10,triggers,Positive_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TLR4""","""MyD88-"""
mTOR inhibition restores TLR4 mediated MyD88 dependent TNFalpha release in HIV+ AM .,3,6,mediated,Positive_early_activation,Positive_activation,Positive_activation,"""TLR4""","""MyD88"""
"Under these conditions , TLR4 mediated MyD88 dependent events were inhibited by CMEP-NQ , including the association of MyD88 with IRAK1 , phosphorylation of IRAK1 , TAK1 , and MAPKs ( ERK , JNK and p38 MAPK ) , and activation of NF-kappaB and AP-1 .",4,7,mediated,Positive_early_activation,Positive_activation,Negative_activation,"""TLR4""","""MyD88"""
"In another study , miR-145 was found to target MAL , which is the bridging adaptor between TLR2- and TLR4 mediated MyD88 dependent signaling [ XREF_BIBR ] .",19,22,mediated,Positive_early_activation,Positive_activation,Positive_activation,"""TLR4""","""MyD88"""
"Compared with mammals , the lack of TLR4 ortholog in some fish species leads us to hypothesize that mechanism of LPS recognition in fish may be different from mammals , and zebrafish TLR4 orthologs negatively regulates the MyD88 dependent signaling pathway post LPS stimulation XREF_BIBR .",32,38,negatively regulates,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TLR4""","""MyD88"""
Lysakova-Devine et al showed that viral inhibitory peptide of TLR4 specifically inhibited TLR4 by directly targeting MyD88 adaptor like and TRIF related adaptor molecule 30 .,9,17,inhibited,Negative_activation_syntax_1_verb,Positive_activation,Positive_activation,"""TLR4""","""MyD88"""
"In contrast , IgG 1 levels in TLR4 and MyD88 knockout mice are significantly reduced , indicating TLR4 and MyD88 are essential for IgG 1 production .",7,20,reduced,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TLR4""","""MyD88"""
"Our results show that LPS signaled via a TLR4- and MyD88 independent manner in fish , and , surprisingly , that the zebrafish TLR4 orthologs negatively regulated the MyD88 dependent signaling pathway .",23,29,negatively regulated,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TLR4""","""MyD88"""
TLR4 induces tumor growth and inhibits paclitaxel activity in MyD88 positive human ovarian carcinoma in vitro .,0,10,inhibits,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TLR4""","""MyD88"""
Ibudilast was studied here as it is known to have MIF inhibitor and toll like receptor 4 ( TLR4 ) inhibitor mechanisms of action for neuropathic pain reversal 64 beyond its action as a PDE inhibitor .,11,19,inhibitor,Negative_activation_syntax_noun_Hearst,Positive_activation,Negative_activation,"""TLR4""","""toll like receptor 4"""
"MiR-145 , a TGF-beta signaling target , decreases miR-20a expression and upregulates TbetaRII through c-Myc .",3,13,upregulates,Positive_activation_syntax_1_verb,Positive_activation,Positive_activation,"""TGF-beta""","""TbetaRII"""
TGFbeta robustly downregulated TbetaRII after 6 and 24 hours of incubation ( XREF_TABLE ) .,0,4,downregulated,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGFbeta""","""TbetaRII"""
"We thus conclude that miR-17-92 cluster could inhibit TGFB pathway induced proliferation inhibition and collagen synthesis in PMCs by directly targeting TGFBR2 , SMAD2 , and SMAD4 .",8,22,induced,Positive_activation_syntax_1_verb,Positive_activation,Positive_activation,"""TGFB""","""TGFBR2"""
"To determine the effect of heterozygous loss of Tgfbr2 on cell proliferation , clonal and heterogeneous fibroblasts were treated with TGF-beta and analyzed for changes in 3 [ H ] thymidine incorporation .",8,21,treated with,Positive_activation_surface_treated_with,Positive_activation,Negative_activation,"""TGF-beta""","""Tgfbr2"""
"Interestingly , TGF-beta treatment upregulated BAMBI mRNA in glomerular endothelial cells and downregulated TbetaR-II , perhaps as a negative feedback loop .",2,14,downregulated,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGF-beta""","""TbetaR-II"""
TGF-beta strongly induced reporter activity in WT stromal cells but TGF-beta induced reporter activity was strongly suppressed in Tgfbr2 KO stromal cells ( XREF_FIG ) .,10,19,induced,Positive_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGF-beta""","""Tgfbr2"""
"Experimentally , TGF-beta signalling in fibroblasts was modulated using a TGF-beta ligand and inhibitor or through lentiviral short hairpin RNA mediated TGFBR2 specific knockdown .",2,22,mediated,Positive_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGF-beta""","""TGFBR2"""
"It was also of interest that the DTH+ phenotype was associated with the inhibitory member of the TGF-beta super-signaling pathway SMAD7 , which will inhibit TGFBR2 mediated signaling events .",17,26,inhibit,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGF-beta""","""TGFBR2"""
"Also , the ex vivo effects of TGFbeta on hepatoblasts , and on our earlier in vivo data on the role of TGFbeta in biliary differentiation , lead to the suggestion that TGFbeta promotes biliary differentiation of hepatoblasts and induces repression of TbetaRII .",32,43,induces,Positive_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGFbeta""","""TbetaRII"""
"The suppressed canonical TGF-beta signaling in the aortic endothelium is modulated by both hypercholesterolemia and dietary trans fats , increasing the localization of TbetaR-I and TbetaR-II in lipid rafts / caveolae in the aortic endothelium of these mice but not in control mice [ XREF_BIBR , XREF_BIBR ] .",3,26,modulated,Positive_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGF-beta""","""TbetaR-II"""
"In addition , ALK5 activated Smad3 repressed the transcriptional activity of SF-1 and LRH-1 as well as Nur77 ( data not shown ) .",3,6,activated,Positive_activation_token_1_verb,Positive_activation,Negative_activation,"""ALK5""","""Smad3"""
"Upon treatment , SMAD activation was reduced to control levels , indicating that TbetaRI blocks canonical SMAD3 signaling in patient SSCT fibroblasts .",13,17,blocks,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TbetaRI""","""SMAD3"""
Tgfbr1 haploinsufficiency impairs Smad2 and Smad3 signaling .,0,6,impairs,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""Tgfbr1""","""Smad3"""
TGFBR1 and TGFBR2 rescued the miR-130a-3p-mediated reduction in the mRNA and protein expression levels of Smad2 and Smad3 ( XREF_FIG ) .,0,18,rescued,Positive_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGFBR1""","""Smad3"""
ALK5 activated Smad3 represses Nur77 transactivation .,0,3,activated,Positive_activation_token_1_verb,Positive_activation,Negative_activation,"""ALK5""","""Smad3"""
"We demonstrate that ALK5 activated Smad3 inhibits the transactivation of Nur77 through the inhibition of Nur77 binding to DNA , resulting in decreased expression of steroidogenic genes .",3,6,activated,Positive_activation_token_1_verb,Positive_activation,Negative_activation,"""ALK5""","""Smad3"""
"Taken together , these results suggest that ALK5 activated Smad3 , downstream of TGF-beta1 signaling , inhibits Nur77 transactivation .",7,10,activated,Positive_activation_token_1_verb,Positive_activation,Negative_activation,"""ALK5""","""Smad3"""
"The coexpression of Smad3 with ALK5 ( TD ) , but not ALK5 ( WT ) and ALK5 ( KR ) , further inhibited Nur77 transactivation ( XREF_FIG ) , suggesting that ALK5 activated Smad3 represses Nur77 transactivation .",32,35,activated,Positive_activation_token_1_verb,Positive_activation,Negative_activation,"""ALK5""","""Smad3"""
"This may be because the TLR4 mediated fibrogenic response , such as the up-regulation of Timp-1 and the down-regulation of Bambi , is not inhibited in TRIF -/- HSCs .",5,27,mediated,Positive_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TLR4""","""TRIF"""
"Previous work provided evidence indicating that resveratrol acts by specifically inhibiting the TLR4 mediated TRIF dependent pathway , without affecting the MyD88 dependent pathway .",12,15,mediated,Positive_early_activation,Positive_activation,Negative_activation,"""TLR4""","""TRIF"""
"Thus , the WALK11.3 peptide showed specific inhibition of TLR4 mediated TRIF dependent signaling .",9,12,mediated,Positive_early_activation,Positive_activation,Negative_activation,"""TLR4""","""TRIF"""
TAK-242 inhibits the TLR4 induced TRIF signaling pathway as well as the MyD88 dependent pathway [ XREF_BIBR ] .,3,6,induced,Positive_early_activation,Positive_activation,Positive_activation,"""TLR4""","""TRIF"""
"In HSCs , activated TLR4 signaling downregulates TGF-beta pseudoreceptor BMP and activin membrane bound inhibitor ( BAMBI ) , resulting in enhancement of TGF-beta signaling , whereas BAMBI downregulation is dependent on MyD88 but not TRIF [ XREF_BIBR , XREF_BIBR ] .",4,36,downregulates,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TLR4""","""TRIF"""
"TGFBR1 and TGFBR2 rescued the miR-130a-3p-mediated reductions in the mRNA and protein expression levels of Smad2 , Smad3 , Col-1 , and Col-4 .",0,16,rescued,Positive_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGFBR1""","""Smad2"""
SB431542 inhibits the kinase activity of TGFbeta specific receptor ALK5 thereby blocking SMAD2 signaling but spares SMAD1/5/8 signaling used by BMPs 54 .,9,13,blocking,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""ALK5""","""SMAD2"""
Macrophages deficient in CD11b have reduced TLR induced degradation of MyD88 and TRIF resulting in enhanced activation of NFkappaB and other TLR dependent pathways and inflammatory cytokine production .,6,13,induced,Positive_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TLR""","""TRIF"""
"For example , SARM negatively regulates TRIF dependent TLRs signaling XREF_BIBR , and Integrin CD11b negatively regulates TLR induced inflammatory responses by targeting MyD88 and TRIF for degradation XREF_BIBR .",17,26,induced,Positive_activation_syntax_1_verb,Positive_activation,Positive_activation,"""TLR""","""TRIF"""
Sterile alpha and Toll and IL-1R motif containing 1 ( SARM1 ) negatively regulates TRIF dependent TLR signaling in mammals .,12,17,negatively regulates,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TLR""","""TRIF"""
"Using MAPPIT analysis , the conserved proline 125 mutant of MAL and TIRAP was reported to prevent MAL and TIRAP homodimerization , heterodimerization with MyD88 and interaction of MyD88 with TLR4 [ XREF_BIBR ] suggesting its role for the abrogated TLR signaling .",12,29,prevent,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TIRAP""","""MyD88"""
"In the other individuals , IgG dependent , adaptive immunity to LTA operates as a somatic modifier , selectively rescuing the inborn error of TIRAP , which disrupts TLR2-, TIRAP-, and MyD88 dependent innate immunity to LTA and staphylococci .",24,32,disrupts,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TIRAP""","""MyD88"""
"We used an inducible Cre-loxP system driven by a Myh11 promoter XREF_BIBR to delete SMC specific Tgfbr1 ( Tgfbr1 iko ) , Tgfbr2 ( Tgfbr2 iko ) , or both Tgfbr1 and Tgfbr2 ( Tgfbr1 iko .",6,23,driven,Positive_activation_syntax_1_verb,Positive_activation,Negative_activation,"""Tgfbr2""","""Tgfbr1"""
"Similarly , suppression of TNF induced AKT activation by curcumin was also abrogated by glutathione .",4,7,induced,Positive_early_activation,Positive_activation,Negative_activation,"""TNF""","""AKT"""
The anti-tumorigenic cytokine TNF-alpha can inhibit GSK-3beta activity by stimulating Akt to phosphorylate GSK-3beta at S9 in renal carcinoma cells ( RCC ) .,3,11,inhibit,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TNF-alpha""","""Akt"""
The inhibition of TNFalpha induced AKT activation often leads to the activation of TNFalpha mediated apoptosis .,3,6,induced,Positive_early_activation,Positive_activation,Negative_activation,"""TNFalpha""","""AKT"""
